status	tier	english_word	gothic_surface	gothic_surface_gothic	script_ok	dist_1	match_1	dist_2	match_2	dist_3	match_3	dist_4	match_4	dist_5	match_5	english_sentence	gothic_sentence_roman	gothic_sentence_gothic
okay	2	disciples	sipon(jos)	𐍃𐌹𐍀𐍉𐌽(𐌾𐍉𐍃)	yes	3	sipōnjan: be a disciple, be a student	3	sipōneis: disciple, follower, student	5	sunjōns: apologia, defence (N.), defence as true, showing to be in th...	5	siuns: apparition, appearance, countenance, face (N.), seeable, see...	5	sunjōn: defend as true, defend o.s., justify as true, show to be in ...	His disciples went out, and came into the city, and found things as he had said to them, and they prepared the Passover.	jah usiddjedun þai sipon(jos) ...	𐌾𐌰𐌷 𐌿𐍃𐌹𐌳𐌳𐌾𐌴𐌳𐌿𐌽 𐌸𐌰𐌹 𐍃𐌹𐍀𐍉𐌽(𐌾𐍉𐍃) ...
okay	2	scribes	bokarjam	𐌱𐍉𐌺𐌰𐍂𐌾𐌰𐌼	yes	3	skarja: leader of a group	3	bōkāreis: scribe, secretary-lector of a religious community, writer	3	karja: anxious	3	unkarja: careless, negligent, uncaring, without attention	3	skarjan: pull (V.), tear (2) (V.)	Immediately, while he was still speaking, Judas, one of the twelve, came--and with him a multitude with swords and clubs, from the chief priests, the scribes, and the elders.	jah sunsaiw nauhþanuh at imma rodjandin qam Iudas, sums þize twalibe, jah miþ imma managei miþ hairum jah triwam fram þaim auhumistam gudjam jah bokarjam jah sinistam.	𐌾𐌰𐌷 𐍃𐌿𐌽𐍃𐌰𐌹𐍅 𐌽𐌰𐌿𐌷𐌸𐌰𐌽𐌿𐌷 𐌰𐍄 𐌹𐌼𐌼𐌰 𐍂𐍉𐌳𐌾𐌰𐌽𐌳𐌹𐌽 𐌵𐌰𐌼 𐌹𐌿𐌳𐌰𐍃, 𐍃𐌿𐌼𐍃 𐌸𐌹𐌶𐌴 𐍄𐍅𐌰𐌻𐌹𐌱𐌴, 𐌾𐌰𐌷 𐌼𐌹𐌸 𐌹𐌼𐌼𐌰 𐌼𐌰𐌽𐌰𐌲𐌴𐌹 𐌼𐌹𐌸 𐌷𐌰𐌹𐍂𐌿𐌼 𐌾𐌰𐌷 𐍄𐍂𐌹𐍅𐌰𐌼 𐍆𐍂𐌰𐌼 𐌸𐌰𐌹𐌼 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌰𐌼 𐌲𐌿𐌳𐌾𐌰𐌼 𐌾𐌰𐌷 𐌱𐍉𐌺𐌰𐍂𐌾𐌰𐌼 𐌾𐌰𐌷 𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌼.
okay	2	elders	sinistam	𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌼	yes	3	swistar: sister; lat. soror	4	biwisan: dine convivially, dine together, have a festive get-together...	4	siniskalks: male head-servant on a farm, oldest servant, seneschal	4	bisitan: be situated around, dwell round about, neighbour (V.)	4	niutan: acquire use of, attain, enjoy, obtain disposal of	Immediately, while he was still speaking, Judas, one of the twelve, came--and with him a multitude with swords and clubs, from the chief priests, the scribes, and the elders.	jah sunsaiw nauhþanuh at imma rodjandin qam Iudas, sums þize twalibe, jah miþ imma managei miþ hairum jah triwam fram þaim auhumistam gudjam jah bokarjam jah sinistam.	𐌾𐌰𐌷 𐍃𐌿𐌽𐍃𐌰𐌹𐍅 𐌽𐌰𐌿𐌷𐌸𐌰𐌽𐌿𐌷 𐌰𐍄 𐌹𐌼𐌼𐌰 𐍂𐍉𐌳𐌾𐌰𐌽𐌳𐌹𐌽 𐌵𐌰𐌼 𐌹𐌿𐌳𐌰𐍃, 𐍃𐌿𐌼𐍃 𐌸𐌹𐌶𐌴 𐍄𐍅𐌰𐌻𐌹𐌱𐌴, 𐌾𐌰𐌷 𐌼𐌹𐌸 𐌹𐌼𐌼𐌰 𐌼𐌰𐌽𐌰𐌲𐌴𐌹 𐌼𐌹𐌸 𐌷𐌰𐌹𐍂𐌿𐌼 𐌾𐌰𐌷 𐍄𐍂𐌹𐍅𐌰𐌼 𐍆𐍂𐌰𐌼 𐌸𐌰𐌹𐌼 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌰𐌼 𐌲𐌿𐌳𐌾𐌰𐌼 𐌾𐌰𐌷 𐌱𐍉𐌺𐌰𐍂𐌾𐌰𐌼 𐌾𐌰𐌷 𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌼.
okay	2	left	afletandans	𐌰𐍆𐌻𐌴𐍄𐌰𐌽𐌳𐌰𐌽𐍃	yes	3	afstandan: dissociate o.s., fall off, go away, stay away	4	aflētan: absolve, forgive, leave (V.), let go, let off, release (V.),...	4	atstandan: be near, come to, come to stand near, stand adjacently, stan...	4	andstandan: oppose, resist, stand in opposition to, withstand	5	gastandan: abide, assume proper state, come to a halt, come to a standi...	They all left him, and fled.	jah afletandans ina gaþlauhun allai.	𐌾𐌰𐌷 𐌰𐍆𐌻𐌴𐍄𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌽𐌰 𐌲𐌰𐌸𐌻𐌰𐌿𐌷𐌿𐌽 𐌰𐌻𐌻𐌰𐌹.
okay	2	naked	naqadana	𐌽𐌰𐌵𐌰𐌳𐌰𐌽𐌰	yes	3	naqadei: nakedness	4	garēdan: aim at, have a plan for, intend, purpose (V.), take forethou...	4	gagudaba: godly, in a godly manner, in a saintly manner	4	gabáuan: lodge (V.), make a home, reside, take up residence	4	gahaban: abstain, be continent, hold (V.), hold fast, hold onto, lay ...	A certain young man followed him, having a linen cloth thrown around himself, over his naked body. The young men grabbed him,	jah ains sums juggalauþs laistida afar imma biwaibiþs leina ana naqadana; jah gripun is þai juggalaudeis.	𐌾𐌰𐌷 𐌰𐌹𐌽𐍃 𐍃𐌿𐌼𐍃 𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃 𐌻𐌰𐌹𐍃𐍄𐌹𐌳𐌰 𐌰𐍆𐌰𐍂 𐌹𐌼𐌼𐌰 𐌱𐌹𐍅𐌰𐌹𐌱𐌹𐌸𐍃 𐌻𐌴𐌹𐌽𐌰 𐌰𐌽𐌰 𐌽𐌰𐌵𐌰𐌳𐌰𐌽𐌰; 𐌾𐌰𐌷 𐌲𐍂𐌹𐍀𐌿𐌽 𐌹𐍃 𐌸𐌰𐌹 𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌳𐌴𐌹𐍃.
okay	2	followed	laistida	𐌻𐌰𐌹𐍃𐍄𐌹𐌳𐌰	yes	3	laiseigs: able in instructing, apt at teaching, skillful in teaching	3	laistōn: achieve	3	laiseins: act of instruction, doctrine, teaching (N.)	3	laisiþs: educated, instructed	3	waírþida: fittingness, qualification, sufficiency, worthiness	A certain young man followed him, having a linen cloth thrown around himself, over his naked body. The young men grabbed him,	jah ains sums juggalauþs laistida afar imma biwaibiþs leina ana naqadana; jah gripun is þai juggalaudeis.	𐌾𐌰𐌷 𐌰𐌹𐌽𐍃 𐍃𐌿𐌼𐍃 𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌸𐍃 𐌻𐌰𐌹𐍃𐍄𐌹𐌳𐌰 𐌰𐍆𐌰𐍂 𐌹𐌼𐌼𐌰 𐌱𐌹𐍅𐌰𐌹𐌱𐌹𐌸𐍃 𐌻𐌴𐌹𐌽𐌰 𐌰𐌽𐌰 𐌽𐌰𐌵𐌰𐌳𐌰𐌽𐌰; 𐌾𐌰𐌷 𐌲𐍂𐌹𐍀𐌿𐌽 𐌹𐍃 𐌸𐌰𐌹 𐌾𐌿𐌲𐌲𐌰𐌻𐌰𐌿𐌳𐌴𐌹𐍃.
okay	2	elders	sinistans	𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌽𐍃	yes	3	siniskalks: male head-servant on a farm, oldest servant, seneschal	4	biwisan: dine convivially, dine together, have a festive get-together...	4	bisitan: be situated around, dwell round about, neighbour (V.)	4	niutan: acquire use of, attain, enjoy, obtain disposal of	4	airizans: ancients	They led Jesus away to the high priest. All the chief priests, the elders, and the scribes came together with him.	jah gatauhun Iesu du auhumistin gudjin; jah garunnun miþ imma auhumistans gudjans allai jah þai sinistans jah bokarjos.	𐌾𐌰𐌷 𐌲𐌰𐍄𐌰𐌿𐌷𐌿𐌽 𐌹𐌴𐍃𐌿 𐌳𐌿 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌹𐌽 𐌲𐌿𐌳𐌾𐌹𐌽; 𐌾𐌰𐌷 𐌲𐌰𐍂𐌿𐌽𐌽𐌿𐌽 𐌼𐌹𐌸 𐌹𐌼𐌼𐌰 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌰𐌽𐍃 𐌲𐌿𐌳𐌾𐌰𐌽𐍃 𐌰𐌻𐌻𐌰𐌹 𐌾𐌰𐌷 𐌸𐌰𐌹 𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌽𐍃 𐌾𐌰𐌷 𐌱𐍉𐌺𐌰𐍂𐌾𐍉𐍃.
okay	2	denied	afaiaik	𐌰𐍆𐌰𐌹𐌰𐌹𐌺	yes	3	afaikan: abjure, deny, disavow, forswear, renounce (V.)	3	fáian: blame (V.), criticize, find fault	3	afara: descendant	4	faírra: afar, at a great distance, far off, remote	4	gafaihōn: acquire as property, defraud, make into a possession, take a...	But he denied it, saying, "I neither know, nor understand what you are saying." He went out on the porch, and the rooster crowed.	iþ is afaiaik qiþands: ni wait, ni kann hva þu qiþis. jah galaiþ faur gard, jah hana wopida.	𐌹𐌸 𐌹𐍃 𐌰𐍆𐌰𐌹𐌰𐌹𐌺 𐌵𐌹𐌸𐌰𐌽𐌳𐍃: 𐌽𐌹 𐍅𐌰𐌹𐍄, 𐌽𐌹 𐌺𐌰𐌽𐌽 𐍈𐌰 𐌸𐌿 𐌵𐌹𐌸𐌹𐍃. 𐌾𐌰𐌷 𐌲𐌰𐌻𐌰𐌹𐌸 𐍆𐌰𐌿𐍂 𐌲𐌰𐍂𐌳, 𐌾𐌰𐌷 𐌷𐌰𐌽𐌰 𐍅𐍉𐍀𐌹𐌳𐌰.
okay	2	denied	laugnida	𐌻𐌰𐌿𐌲𐌽𐌹𐌳𐌰	yes	3	laugnjan: cover up, declare untrue, deny, disclaim, falsify, give a fa...	3	launi: compensation, reward (N.)	3	auþida: desert (N.), wasteland, wilderness	3	liugnja: liar, teller of falsehoods	3	hauniþa: humbleness?, humility?	But he again denied it. After a little while again those who stood by said to Peter, "You truly are one of them, for you are a Galilean, and your speech shows it."	iþ is aftra laugnida. jah afar leitil aftra þai atstandandans qeþun du Paitrau: bi sunjai, þizei is; jah auk Galeilaius is jah razda þeina galeika ist.	𐌹𐌸 𐌹𐍃 𐌰𐍆𐍄𐍂𐌰 𐌻𐌰𐌿𐌲𐌽𐌹𐌳𐌰. 𐌾𐌰𐌷 𐌰𐍆𐌰𐍂 𐌻𐌴𐌹𐍄𐌹𐌻 𐌰𐍆𐍄𐍂𐌰 𐌸𐌰𐌹 𐌰𐍄𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐌰𐌽𐍃 𐌵𐌴𐌸𐌿𐌽 𐌳𐌿 𐍀𐌰𐌹𐍄𐍂𐌰𐌿: 𐌱𐌹 𐍃𐌿𐌽𐌾𐌰𐌹, 𐌸𐌹𐌶𐌴𐌹 𐌹𐍃; 𐌾𐌰𐌷 𐌰𐌿𐌺 𐌲𐌰𐌻𐌴𐌹𐌻𐌰𐌹𐌿𐍃 𐌹𐍃 𐌾𐌰𐌷 𐍂𐌰𐌶𐌳𐌰 𐌸𐌴𐌹𐌽𐌰 𐌲𐌰𐌻𐌴𐌹𐌺𐌰 𐌹𐍃𐍄.
okay	2	scribes	bokarjam	𐌱𐍉𐌺𐌰𐍂𐌾𐌰𐌼	yes	3	skarja: leader of a group	3	bōkāreis: scribe, secretary-lector of a religious community, writer	3	karja: anxious	3	unkarja: careless, negligent, uncaring, without attention	3	skarjan: pull (V.), tear (2) (V.)	Immediately in the morning the chief priests, with the elders and scribes, and the whole council, held a consultation, and bound Jesus, and carried him away, and delivered him up to Pilate.	Jah sunsaiw in maurgin garuni taujandans þai auhumistans gudjans miþ þaim sinistam jah bokarjam, jah alla so gafaurds gabindandans Iesu brahtedun ina at Peilatau.	𐌾𐌰𐌷 𐍃𐌿𐌽𐍃𐌰𐌹𐍅 𐌹𐌽 𐌼𐌰𐌿𐍂𐌲𐌹𐌽 𐌲𐌰𐍂𐌿𐌽𐌹 𐍄𐌰𐌿𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌸𐌰𐌹 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌰𐌽𐍃 𐌲𐌿𐌳𐌾𐌰𐌽𐍃 𐌼𐌹𐌸 𐌸𐌰𐌹𐌼 𐍃𐌹𐌽𐌹𐍃𐍄𐌰𐌼 𐌾𐌰𐌷 𐌱𐍉𐌺𐌰𐍂𐌾𐌰𐌼, 𐌾𐌰𐌷 𐌰𐌻𐌻𐌰 𐍃𐍉 𐌲𐌰𐍆𐌰𐌿𐍂𐌳𐍃 𐌲𐌰𐌱𐌹𐌽𐌳𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌴𐍃𐌿 𐌱𐍂𐌰𐌷𐍄𐌴𐌳𐌿𐌽 𐌹𐌽𐌰 𐌰𐍄 𐍀𐌴𐌹𐌻𐌰𐍄𐌰𐌿.
okay	2	answer	andhof	𐌰𐌽𐌳𐌷𐍉𐍆	yes	3	and: along, from one side to the other, on, on by, over, through,...	3	andsōks: controvertible, disputable, disputable; ?	3	andhamōn: divest, undress	3	anda-: end (N.), extremity	3	andeis: end (N.), extremity	But Jesus made no further answer, so that Pilate marveled.	iþ Iesus þanamais waiht ni andhof, swaswe sildaleikida Peilatus.	𐌹𐌸 𐌹𐌴𐍃𐌿𐍃 𐌸𐌰𐌽𐌰𐌼𐌰𐌹𐍃 𐍅𐌰𐌹𐌷𐍄 𐌽𐌹 𐌰𐌽𐌳𐌷𐍉𐍆, 𐍃𐍅𐌰𐍃𐍅𐌴 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌹𐌳𐌰 𐍀𐌴𐌹𐌻𐌰𐍄𐌿𐍃.
okay	2	done	gatawida	𐌲𐌰𐍄𐌰𐍅𐌹𐌳𐌰	yes	3	gatēmiba: appositely, congruently	3	gatēwiþs: arranged, ordered	3	bannwīda: reach of ban	3	gawidan: bind together, conjoin, unite	3	gataíran: demolish, destroy by rending, dismantle, make disintegrate, ...	Pilate said to them, "Why, what evil has he done?" But they cried out exceedingly, "Crucify him!"	iþ Peilatus qaþ du im: hva allis ubilis gatawida? iþ eis mais hropidedun: ushramei ina.	𐌹𐌸 𐍀𐌴𐌹𐌻𐌰𐍄𐌿𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐍈𐌰 𐌰𐌻𐌻𐌹𐍃 𐌿𐌱𐌹𐌻𐌹𐍃 𐌲𐌰𐍄𐌰𐍅𐌹𐌳𐌰? 𐌹𐌸 𐌴𐌹𐍃 𐌼𐌰𐌹𐍃 𐌷𐍂𐍉𐍀𐌹𐌳𐌴𐌳𐌿𐌽: 𐌿𐍃𐌷𐍂𐌰𐌼𐌴𐌹 𐌹𐌽𐌰.
okay	2	garments	wastjom	𐍅𐌰𐍃𐍄𐌾𐍉𐌼	yes	3	wasti: apparel (= wastjōs), article of clothing, clothes (= wastjōs...	3	waihjō: battle (N.), contention, quarrel (N.), wrangling (N.)	3	wasjan: be clothed, be dressed, clothe, dress (V.), wear (V.) (1)	3	waltjan: beat into, capsize, roll (V.), tumble (V.), turn over	3	wadjōn: betroth	When they had mocked him, they took the purple off of him, and put his own garments on him. They led him out to crucify him.	jah biþe bilailaikun ina andwasidedun ina þizai paurpurai jah gawasidedun ina wastjom swesaim. jah ustauhun ina ei ushramidedeina ina.	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐌱𐌹𐌻𐌰𐌹𐌻𐌰𐌹𐌺𐌿𐌽 𐌹𐌽𐌰 𐌰𐌽𐌳𐍅𐌰𐍃𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌽𐌰 𐌸𐌹𐌶𐌰𐌹 𐍀𐌰𐌿𐍂𐍀𐌿𐍂𐌰𐌹 𐌾𐌰𐌷 𐌲𐌰𐍅𐌰𐍃𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌽𐌰 𐍅𐌰𐍃𐍄𐌾𐍉𐌼 𐍃𐍅𐌴𐍃𐌰𐌹𐌼. 𐌾𐌰𐌷 𐌿𐍃𐍄𐌰𐌿𐌷𐌿𐌽 𐌹𐌽𐌰 𐌴𐌹 𐌿𐍃𐌷𐍂𐌰𐌼𐌹𐌳𐌴𐌳𐌴𐌹𐌽𐌰 𐌹𐌽𐌰.
okay	2	garments	wastjos	𐍅𐌰𐍃𐍄𐌾𐍉𐍃	yes	3	wasti: apparel (= wastjōs), article of clothing, clothes (= wastjōs...	3	waihjō: battle (N.), contention, quarrel (N.), wrangling (N.)	3	wasjan: be clothed, be dressed, clothe, dress (V.), wear (V.) (1)	3	waltjan: beat into, capsize, roll (V.), tumble (V.), turn over	3	wists: being (N.), essence, inherent nature	Crucifying him, they parted his garments among them, casting lots on them, what each should take.	jah ushramjandans ina disdailjand wastjos is wairpandans hlauta ana þos, hvarjizuh hva nemi.	𐌾𐌰𐌷 𐌿𐍃𐌷𐍂𐌰𐌼𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌽𐌰 𐌳𐌹𐍃𐌳𐌰𐌹𐌻𐌾𐌰𐌽𐌳 𐍅𐌰𐍃𐍄𐌾𐍉𐍃 𐌹𐍃 𐍅𐌰𐌹𐍂𐍀𐌰𐌽𐌳𐌰𐌽𐍃 𐌷𐌻𐌰𐌿𐍄𐌰 𐌰𐌽𐌰 𐌸𐍉𐍃, 𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷 𐍈𐌰 𐌽𐌴𐌼𐌹.
okay	2	dead	gaswalt	𐌲𐌰𐍃𐍅𐌰𐌻𐍄	yes	3	gastalds: acquisitive	3	gaskafts: act of creation, creation, creature	3	gaswiltan: cease living, die (1)	3	gasalja: companion, comrade, household	3	gasahts: confutation, refutation, reproach (N.)	Pilate marveled if he were already dead; and summoning the centurion, he asked him whether he had been dead long.	iþ Peilatus sildaleikida ei is juþan gaswalt; jah athaitands þana hundafaþ frah ina jû~þan gadauþnodedi.	𐌹𐌸 𐍀𐌴𐌹𐌻𐌰𐍄𐌿𐍃 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌹𐌳𐌰 𐌴𐌹 𐌹𐍃 𐌾𐌿𐌸𐌰𐌽 𐌲𐌰𐍃𐍅𐌰𐌻𐍄; 𐌾𐌰𐌷 𐌰𐍄𐌷𐌰𐌹𐍄𐌰𐌽𐌳𐍃 𐌸𐌰𐌽𐌰 𐌷𐌿𐌽𐌳𐌰𐍆𐌰𐌸 𐍆𐍂𐌰𐌷 𐌹𐌽𐌰 𐌾û~𐌸𐌰𐌽 𐌲𐌰𐌳𐌰𐌿𐌸𐌽𐍉𐌳𐌴𐌳𐌹.
okay	2	saw	sehvun	𐍃𐌴𐍈𐌿𐌽	no	3	seiþu: evening	3	seiþus: late (Adj.)	3	sibun: seven	4	enguz: a god, man (M.)?, name of n-rune, name of n-rune; ?, spear (...	4	sah: a person who, and who, precisely that one, this and no other	Mary Magdalene and Mary, the mother of Joses, saw where he was laid.	iþ Marja so Magdalene jah Marja Iosezis sehvun hvar galagiþs wesi.	𐌹𐌸 𐌼𐌰𐍂𐌾𐌰 𐍃𐍉 𐌼𐌰𐌲𐌳𐌰𐌻𐌴𐌽𐌴 𐌾𐌰𐌷 𐌼𐌰𐍂𐌾𐌰 𐌹𐍉𐍃𐌴𐌶𐌹𐍃 𐍃𐌴𐍈𐌿𐌽 𐍈𐌰𐍂 𐌲𐌰𐌻𐌰𐌲𐌹𐌸𐍃 𐍅𐌴𐍃𐌹.
okay	2	mourned	qainondam	𐌵𐌰𐌹𐌽𐍉𐌽𐌳𐌰𐌼	yes	3	qainōn: bewail, lament (V.), mourn, mourn over, sorrow (V.), wail (V...	4	wainōn: bewail, lament	4	taíhunda: tenth	4	gainōn: yawn (V.)	5	sipōnjan: be a disciple, be a student	She went and told those who had been with him, as they mourned and wept.	soh gaggandei gataih þaim miþ imma wisandam, qainondam jah gretandam.	𐍃𐍉𐌷 𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹 𐌲𐌰𐍄𐌰𐌹𐌷 𐌸𐌰𐌹𐌼 𐌼𐌹𐌸 𐌹𐌼𐌼𐌰 𐍅𐌹𐍃𐌰𐌽𐌳𐌰𐌼, 𐌵𐌰𐌹𐌽𐍉𐌽𐌳𐌰𐌼 𐌾𐌰𐌷 𐌲𐍂𐌴𐍄𐌰𐌽𐌳𐌰𐌼.
okay	2	wept	gretandam	𐌲𐍂𐌴𐍄𐌰𐌽𐌳𐌰𐌼	yes	3	gastandan: abide, assume proper state, come to a halt, come to a standi...	3	grētan: cry (V.), lament, weep (V.)	4	gastaldan: acquire, get, get; ?, procure	4	atstandan: be near, come to, come to stand near, stand adjacently, stan...	4	instandan: be imminent, be impending, be insistent, stand ahead, urge (...	She went and told those who had been with him, as they mourned and wept.	soh gaggandei gataih þaim miþ imma wisandam, qainondam jah gretandam.	𐍃𐍉𐌷 𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹 𐌲𐌰𐍄𐌰𐌹𐌷 𐌸𐌰𐌹𐌼 𐌼𐌹𐌸 𐌹𐌼𐌼𐌰 𐍅𐌹𐍃𐌰𐌽𐌳𐌰𐌼, 𐌵𐌰𐌹𐌽𐍉𐌽𐌳𐌰𐌼 𐌾𐌰𐌷 𐌲𐍂𐌴𐍄𐌰𐌽𐌳𐌰𐌼.
okay	2	scribes	bokarje	𐌱𐍉𐌺𐌰𐍂𐌾𐌴	yes	3	skarja: leader of a group	3	bōkāreis: scribe, secretary-lector of a religious community, writer	3	karja: anxious	3	unkarja: careless, negligent, uncaring, without attention	3	bōka: book (N.) (= bōkōs), deed (= bōkōs), document (= bōkōs), epi...	For I tell you that unless your righteousness exceeds that of the scribes and Pharisees, there is no way you will enter into the Kingdom of Heaven.	qiþa auk izwis þatei nibai managizo wairþiþ izwaraizos garaihteins þau þize bokarje jah Fareisaie, ni þau qimiþ in þiudangardjai himine.	𐌵𐌹𐌸𐌰 𐌰𐌿𐌺 𐌹𐌶𐍅𐌹𐍃 𐌸𐌰𐍄𐌴𐌹 𐌽𐌹𐌱𐌰𐌹 𐌼𐌰𐌽𐌰𐌲𐌹𐌶𐍉 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌹𐌶𐍅𐌰𐍂𐌰𐌹𐌶𐍉𐍃 𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌴𐌹𐌽𐍃 𐌸𐌰𐌿 𐌸𐌹𐌶𐌴 𐌱𐍉𐌺𐌰𐍂𐌾𐌴 𐌾𐌰𐌷 𐍆𐌰𐍂𐌴𐌹𐍃𐌰𐌹𐌴, 𐌽𐌹 𐌸𐌰𐌿 𐌵𐌹𐌼𐌹𐌸 𐌹𐌽 𐌸𐌹𐌿𐌳𐌰𐌽𐌲𐌰𐍂𐌳𐌾𐌰𐌹 𐌷𐌹𐌼𐌹𐌽𐌴.
okay	2	sees	saihviþ	𐍃𐌰𐌹𐍈𐌹𐌸	no	3	raíhtis: be sure, certainly, in fact, indeed, most assuredly, namely,...	3	saíƕan: look (V.), observe, see (1), view (V.)	3	raíhtiþa: „rightness“	3	saíhs: six	3	saíhsta: sixth	so that your merciful deeds may be in secret, then your Father who sees in secret will reward you openly.	ei sijai so armahairtiþa þeina in fulhsnja, jah atta þeins saei saihviþ in fulhsnja, usgibiþ þus in bairhtein.	𐌴𐌹 𐍃𐌹𐌾𐌰𐌹 𐍃𐍉 𐌰𐍂𐌼𐌰𐌷𐌰𐌹𐍂𐍄𐌹𐌸𐌰 𐌸𐌴𐌹𐌽𐌰 𐌹𐌽 𐍆𐌿𐌻𐌷𐍃𐌽𐌾𐌰, 𐌾𐌰𐌷 𐌰𐍄𐍄𐌰 𐌸𐌴𐌹𐌽𐍃 𐍃𐌰𐌴𐌹 𐍃𐌰𐌹𐍈𐌹𐌸 𐌹𐌽 𐍆𐌿𐌻𐌷𐍃𐌽𐌾𐌰, 𐌿𐍃𐌲𐌹𐌱𐌹𐌸 𐌸𐌿𐍃 𐌹𐌽 𐌱𐌰𐌹𐍂𐌷𐍄𐌴𐌹𐌽.
okay	2	think	þugkeiþ	𐌸𐌿𐌲𐌺𐌴𐌹𐌸	yes	3	þugkjan: appear, believe, deem (V.), have the impression, it seems (=...	3	kuskeis: chaste	3	aúrkeis: pitcher, water pot	3	Rugeis: Rugian	3	þūei: you who	In praying, don't use vain repetitions, as the Gentiles do; for they think that they will be heard for their much speaking.	bidjandansuþ~þan ni filuwaurdjaiþ, swaswe þai þiudo; þugkeiþ im auk ei in filuwaurdein seinai andhausjaindau.	𐌱𐌹𐌳𐌾𐌰𐌽𐌳𐌰𐌽𐍃𐌿𐌸~𐌸𐌰𐌽 𐌽𐌹 𐍆𐌹𐌻𐌿𐍅𐌰𐌿𐍂𐌳𐌾𐌰𐌹𐌸, 𐍃𐍅𐌰𐍃𐍅𐌴 𐌸𐌰𐌹 𐌸𐌹𐌿𐌳𐍉; 𐌸𐌿𐌲𐌺𐌴𐌹𐌸 𐌹𐌼 𐌰𐌿𐌺 𐌴𐌹 𐌹𐌽 𐍆𐌹𐌻𐌿𐍅𐌰𐌿𐍂𐌳𐌴𐌹𐌽 𐍃𐌴𐌹𐌽𐌰𐌹 𐌰𐌽𐌳𐌷𐌰𐌿𐍃𐌾𐌰𐌹𐌽𐌳𐌰𐌿.
